datafile,source,datafile,completeness,consider,year,station,fname_rainfall,fname_erosivity,file_exists
KMI_6455_2001,KMI,KMI_6455_2001,0.859464408,0,2001,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2001.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2001new cumdistr salles.txt,1
P09_012_2015,VMM,P09_012_2015,1,1,2015,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2015new cumdistr salles.txt,1
P09_012_2014,VMM,P09_012_2014,0.991197183,1,2014,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2014new cumdistr salles.txt,1
P09_012_2011,VMM,P09_012_2011,0.997881356,1,2011,P09_012,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P09_012_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P09_012_2011new cumdistr salles.txt,1
P08_033_2012,VMM,P08_033_2012,0.979636899,1,2012,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2012new cumdistr salles.txt,1
P08_033_2010,VMM,P08_033_2010,0.989698492,1,2010,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2010new cumdistr salles.txt,1
P08_033_2009,VMM,P08_033_2009,0.990690691,1,2009,P08_033,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_033_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_033_2009new cumdistr salles.txt,1
P08_031_2016,VMM,P08_031_2016,0.965002447,1,2016,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2016new cumdistr salles.txt,1
KMI_6455_2009,KMI,KMI_6455_2009,0.655015198,0,2009,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2009new cumdistr salles.txt,1
P08_031_2015,VMM,P08_031_2015,0.997306034,1,2015,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2015new cumdistr salles.txt,1
P08_031_2013,VMM,P08_031_2013,0.979870775,1,2013,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2013new cumdistr salles.txt,1
P08_031_2012,VMM,P08_031_2012,0.983429395,1,2012,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2012new cumdistr salles.txt,1
P08_031_2010,VMM,P08_031_2010,0.996314496,1,2010,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2010new cumdistr salles.txt,1
P08_031_2009,VMM,P08_031_2009,0.997217585,1,2009,P08_031,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_031_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_031_2009new cumdistr salles.txt,1
P08_028_2015,VMM,P08_028_2015,0.99941708,1,2015,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2015new cumdistr salles.txt,1
P08_028_2012,VMM,P08_028_2012,0.967543236,1,2012,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2012new cumdistr salles.txt,1
KMI_6455_2017,KMI,KMI_6455_2017,0.728462763,0,2017,KMI_6455,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6455_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6455_2017new cumdistr salles.txt,1
KMI_6431_2012,KMI,KMI_6431_2012,-1,0,2012,KMI_6431,,,
P08_028_2010,VMM,P08_028_2010,0.996341782,1,2010,P08_028,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_028_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_028_2010new cumdistr salles.txt,1
P08_023_2017,VMM,P08_023_2017,0.995039683,1,2017,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2017new cumdistr salles.txt,1
P08_023_2016,VMM,P08_023_2016,0.962826334,1,2016,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2016new cumdistr salles.txt,1
P08_023_2015,VMM,P08_023_2015,0.975361872,1,2015,P08_023,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_023_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_023_2015new cumdistr salles.txt,1
P08_018_2012,VMM,P08_018_2012,0.981498195,1,2012,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2012new cumdistr salles.txt,1
P08_018_2011,VMM,P08_018_2011,0.997394325,1,2011,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2011new cumdistr salles.txt,1
P08_018_2009,VMM,P08_018_2009,0.997222924,1,2009,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2009new cumdistr salles.txt,1
P08_018_2008,VMM,P08_018_2008,0.977594025,1,2008,P08_018,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_018_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_018_2008new cumdistr salles.txt,1
P08_013_2015,VMM,P08_013_2015,0.999729291,1,2015,P08_013,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_013_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_013_2015new cumdistr salles.txt,1
P08_013_2012,VMM,P08_013_2012,0.970963173,1,2012,P08_013,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_013_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_013_2012new cumdistr salles.txt,1
P08_013_2010,VMM,P08_013_2010,0.979596915,1,2010,P08_013,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_013_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_013_2010new cumdistr salles.txt,1
P08_009_2017,VMM,P08_009_2017,0.998057714,1,2017,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2017new cumdistr salles.txt,1
KMI_6459_2013,KMI,KMI_6459_2013,0.947390751,0,2013,KMI_6459,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6459_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6459_2013new cumdistr salles.txt,1
P08_009_2015,VMM,P08_009_2015,1,1,2015,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2015new cumdistr salles.txt,1
P08_009_2014,VMM,P08_009_2014,0.999715586,1,2014,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2014new cumdistr salles.txt,1
KMI_6459_2016,KMI,KMI_6459_2016,0.81559168,0,2016,KMI_6459,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6459_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6459_2016new cumdistr salles.txt,1
P08_009_2012,VMM,P08_009_2012,0.970278493,1,2012,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2012new cumdistr salles.txt,1
KMI_6431_2019,KMI,KMI_6431_2019,0,0,2019,KMI_6431,,,
P08_009_2011,VMM,P08_009_2011,0.996978852,1,2011,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2011new cumdistr salles.txt,1
P08_009_2010,VMM,P08_009_2010,0.996743487,1,2010,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2010new cumdistr salles.txt,1
KMI_6464_2015,KMI,KMI_6464_2015,0.541028729,0,2015,KMI_6464,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6464_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6464_2015new cumdistr salles.txt,1
P08_009_2008,VMM,P08_009_2008,0.976836009,1,2008,P08_009,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P08_009_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P08_009_2008new cumdistr salles.txt,1
P07_022_2016,VMM,P07_022_2016,0.953941121,1,2016,P07_022,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_022_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_022_2016new cumdistr salles.txt,1
KMI_6431_2020,KMI,KMI_6431_2020,0,0,2020,KMI_6431,,,
KMI_6472_2003,KMI,KMI_6472_2003,0.86054197,0,2003,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2003.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2003new cumdistr salles.txt,1
KMI_6472_2004,KMI,KMI_6472_2004,0.896934307,0,2004,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2004.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2004new cumdistr salles.txt,1
KMI_6472_2005,KMI,KMI_6472_2005,0.939197531,0,2005,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2005.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2005new cumdistr salles.txt,1
P07_022_2015,VMM,P07_022_2015,0.992881624,1,2015,P07_022,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_022_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_022_2015new cumdistr salles.txt,1
P07_022_2014,VMM,P07_022_2014,0.993479549,1,2014,P07_022,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_022_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_022_2014new cumdistr salles.txt,1
KMI_6472_2008,KMI,KMI_6472_2008,0.89,0,2008,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2008.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2008new cumdistr salles.txt,1
P07_022_2012,VMM,P07_022_2012,0.986218173,1,2012,P07_022,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_022_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_022_2012new cumdistr salles.txt,1
KMI_6472_2010,KMI,KMI_6472_2010,0.907948476,0,2010,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2010new cumdistr salles.txt,1
KMI_6472_2011,KMI,KMI_6472_2011,0.484482469,0,2011,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2011new cumdistr salles.txt,1
KMI_6472_2012,KMI,KMI_6472_2012,0.579235939,0,2012,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2012new cumdistr salles.txt,1
KMI_6472_2013,KMI,KMI_6472_2013,0.878514589,0,2013,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2013new cumdistr salles.txt,1
KMI_6472_2014,KMI,KMI_6472_2014,0.859431681,0,2014,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2014new cumdistr salles.txt,1
KMI_6472_2015,KMI,KMI_6472_2015,0.692841019,0,2015,KMI_6472,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6472_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6472_2015new cumdistr salles.txt,1
P07_022_2009,VMM,P07_022_2009,0.989942529,1,2009,P07_022,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_022_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_022_2009new cumdistr salles.txt,1
P07_021_2017,VMM,P07_021_2017,0.992507205,1,2017,P07_021,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_021_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_021_2017new cumdistr salles.txt,1
KMI_6434_2002,KMI,KMI_6434_2002,-1,0,2002,KMI_6434,,,
P07_021_2014,VMM,P07_021_2014,1,1,2014,P07_021,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_021_2014.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_021_2014new cumdistr salles.txt,1
KMI_6477_2006,KMI,KMI_6477_2006,0.834653806,0,2006,KMI_6477,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6477_2006.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6477_2006new cumdistr salles.txt,1
P07_021_2012,VMM,P07_021_2012,0.998226501,1,2012,P07_021,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_021_2012.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_021_2012new cumdistr salles.txt,1
P07_021_2010,VMM,P07_021_2010,0.982873963,1,2010,P07_021,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_021_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_021_2010new cumdistr salles.txt,1
P07_021_2009,VMM,P07_021_2009,0.998525509,1,2009,P07_021,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_021_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_021_2009new cumdistr salles.txt,1
KMI_6477_2010,KMI,KMI_6477_2010,0.82778127,0,2010,KMI_6477,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6477_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6477_2010new cumdistr salles.txt,1
P07_006_2015,VMM,P07_006_2015,0.999463807,1,2015,P07_006,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_006_2015.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_006_2015new cumdistr salles.txt,1
P07_006_2013,VMM,P07_006_2013,0.996840826,1,2013,P07_006,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_006_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_006_2013new cumdistr salles.txt,1
KMI_6477_2013,KMI,KMI_6477_2013,0.917627677,0,2013,KMI_6477,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6477_2013.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6477_2013new cumdistr salles.txt,1
P07_006_2011,VMM,P07_006_2011,0.999378303,1,2011,P07_006,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_006_2011.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_006_2011new cumdistr salles.txt,1
P07_006_2010,VMM,P07_006_2010,0.99796748,1,2010,P07_006,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_006_2010.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_006_2010new cumdistr salles.txt,1
P07_006_2009,VMM,P07_006_2009,0.997657394,1,2009,P07_006,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P07_006_2009.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P07_006_2009new cumdistr salles.txt,1
P06_040_2017,VMM,P06_040_2017,0.998072599,1,2017,P06_040,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P06_040_2017.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P06_040_2017new cumdistr salles.txt,1
KMI_6434_2019,KMI,KMI_6434_2019,0.999088838,1,2019,KMI_6434,,,
KMI_6484_2004,KMI,KMI_6484_2004,0.907593523,0,2004,KMI_6484,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\KMI_6484_2004.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\KMI_6484_2004new cumdistr salles.txt,1
P06_040_2016,VMM,P06_040_2016,1,1,2016,P06_040,C:\Users\SachaGobeyn\Dropbox (Fluves)\FLUVES\PROJECTS\FL_P_2020_DepO_CNWSMod_1\07_results\2019_rfactor\data\v0_rain_data_set_20201201\P06_040_2016.txt,C:\Users\SachaGobeyn\GitHub\rfactor\rfactor\src\rfactor\results\P06_040_2016new cumdistr salles.txt,1
